instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
19,BST,65536,22925,19619,9808,6505,6679,865,18754,339,9469,2,6503,21638,31,0,015625
19,RedBlackBST,65536,22925,19619,9808,6505,6679,865,18754,339,9469,2,6503,21638,19,0,015625
20,BST,65536,23017,19559,9849,6563,6548,837,18722,379,9470,3,6560,21739,37,0,015625
20,RedBlackBST,65536,23017,19559,9849,6563,6548,837,18722,379,9470,3,6560,21739,19,0,015625
21,BST,65536,22824,19715,9882,6496,6619,794,18921,359,9523,0,6496,21592,35,0,015625
21,RedBlackBST,65536,22824,19715,9882,6496,6619,794,18921,359,9523,0,6496,21592,19,0,015625
22,BST,65536,22945,19761,9789,6506,6535,830,18931,382,9407,2,6504,21636,32,0,000000
22,RedBlackBST,65536,22945,19761,9789,6506,6535,830,18931,382,9407,2,6504,21636,18,0,015625
23,BST,65536,23019,19539,9809,6517,6652,822,18717,405,9404,0,6517,21751,33,0,015625
23,RedBlackBST,65536,23019,19539,9809,6517,6652,822,18717,405,9404,0,6517,21751,19,0,015625
24,BST,65536,22943,19615,9866,6598,6514,811,18804,363,9503,2,6596,21703,34,0,015625
24,RedBlackBST,65536,22943,19615,9866,6598,6514,811,18804,363,9503,2,6596,21703,19,0,015625
25,BST,65536,22884,19658,9918,6651,6425,804,18854,364,9554,1,6650,21687,33,0,015625
25,RedBlackBST,65536,22884,19658,9918,6651,6425,804,18854,364,9554,1,6650,21687,20,0,015625
26,BST,65536,22868,19773,9821,6606,6468,856,18917,360,9461,1,6605,21636,33,0,015625
26,RedBlackBST,65536,22868,19773,9821,6606,6468,856,18917,360,9461,1,6605,21636,19,0,015625
27,BST,65536,22703,19762,10040,6517,6514,797,18965,392,9648,2,6515,21425,30,0,015625
27,RedBlackBST,65536,22703,19762,10040,6517,6514,797,18965,392,9648,2,6515,21425,20,0,015625
28,BST,65536,22958,19488,9811,6693,6586,822,18666,359,9452,1,6692,21749,33,0,015625
28,RedBlackBST,65536,22958,19488,9811,6693,6586,822,18666,359,9452,1,6692,21749,20,0,000000
29,BST,65536,22942,19694,9909,6508,6483,801,18893,357,9552,1,6507,21664,33,0,015625
29,RedBlackBST,65536,22942,19694,9909,6508,6483,801,18893,357,9552,1,6507,21664,19,0,015625
30,BST,65536,22934,19643,9855,6562,6542,824,18819,386,9469,0,6562,21663,33,0,015625
30,RedBlackBST,65536,22934,19643,9855,6562,6542,824,18819,386,9469,0,6562,21663,19,0,015625
